1 10 5176 0 1 1 1 1 0 1 1 1 1
2 10 5176 1 1 1 1 0 1 0 1 1 1
3 10 5176 1 1 1 0 1 1 1 1 1 0
4 10 5176 1 0 1 1 0 1 1 1 1 1
5 10 5176 0 1 1 1 1 1 0 1 1 1
6 10 5176 1 1 1 1 1 1 0 1 0 1
7 10 5176 1 1 1 1 1 0 1 1 1 0
8 10 5176 0 1 1 1 0 1 1 1 1 1
9 10 5176 1 0 0 1 1 1 1 1 1 1
10 10 5176 1 0 0 1 1 1 1 1 1 1
11 10 5176 1 1 1 1 1 0 1 1 0 1
12 10 5176 1 1 0 1 1 1 0 1 1 1
13 10 5176 1 1 1 1 1 0 1 0 1 1
14 10 5176 1 1 1 1 0 1 1 0 1 1
15 10 5176 1 0 1 1 1 1 1 0 1 1
16 10 5176 1 1 1 1 1 0 1 1 1 0
17 10 5176 1 1 1 0 1 1 0 1 1 1
18 10 5176 1 1 0 1 1 1 0 1 1 1
19 10 5176 1 0 1 1 0 1 1 1 1 1
20 10 5176 0 1 1 1 1 1 1 0 1 1
21 10 5176 1 1 1 1 1 1 1 0 0 1
22 10 5176 1 1 1 1 1 0 0 1 1 1
23 10 5176 1 1 0 0 1 1 1 1 1 1
24 10 5176 1 0 1 1 1 1 1 0 1 1
25 10 5176 1 1 1 1 1 0 0 1 1 1
26 10 5176 0 1 1 1 1 1 1 0 1 1
27 10 5176 0 1 1 1 1 1 1 0 1 1
28 10 5176 0 1 1 1 0 1 1 1 1 1
29 10 5176 1 1 1 0 1 0 1 1 1 1
30 10 5176 1 1 1 1 1 1 1 0 1 0
31 10 5176 1 1 0 1 0 1 1 1 1 1
32 10 5176 1 1 0 1 1 1 1 1 0 1
33 10 5176 1 0 1 1 1 1 1 1 1 0
34 10 5176 1 1 1 0 1 1 1 0 1 1
35 10 5176 1 1 0 0 1 1 1 1 1 1
36 10 5176 0 1 1 0 1 1 1 1 1 1
37 10 5176 0 1 1 1 1 1 1 1 0 1
38 10 5176 0 1 1 1 1 1 1 1 0 1
39 10 5176 1 1 1 1 1 1 1 1 0 0
40 10 5176 1 0 1 1 1 0 1 1 1 1
41 10 5176 1 1 1 1 1 0 1 0 1 1
42 10 5176 0 1 1 1 0 1 1 1 1 1
43 10 5176 0 1 1 1 1 1 1 1 0 1
44 10 5176 1 1 0 1 1 1 1 0 1 1
45 10 5176 0 1 1 1 1 1 1 1 0 1
46 10 5176 1 1 1 1 1 1 1 0 1 0
47 10 5176 1 1 1 1 1 0 1 0 1 1
48 10 5176 1 0 1 1 0 1 1 1 1 1
49 10 5176 0 1 0 1 1 1 1 1 1 1
50 10 5176 1 1 1 0 1 1 0 1 1 1
51 10 5176 1 0 1 1 1 1 1 0 1 1
52 10 5176 1 1 1 1 1 1 1 1 0 0
53 10 5176 1 0 1 1 1 1 1 1 1 0
54 10 5176 1 1 0 0 1 1 1 1 1 1
55 10 5176 1 1 1 0 1 1 1 1 0 1
56 10 5176 1 1 1 1 1 0 1 1 1 0
57 10 5176 1 1 1 1 1 0 1 0 1 1
58 10 5176 1 1 1 1 0 1 1 0 1 1
59 10 5176 1 1 1 0 1 1 1 1 1 0
60 10 5176 1 1 1 1 0 1 1 0 1 1
61 10 5176 1 1 1 1 1 1 0 1 1 0
62 10 5176 1 1 0 1 1 1 1 0 1 1
63 10 5176 1 1 0 1 1 1 1 1 1 0
64 10 5176 1 0 1 1 1 1 0 1 1 1
65 10 5176 1 0 1 1 1 1 1 0 1 1
66 10 5176 1 0 1 1 1 1 1 1 0 1
67 10 5176 1 1 1 1 1 1 1 1 0 0
68 10 5176 1 1 0 1 1 0 1 1 1 1
69 10 5176 1 0 1 1 1 1 1 0 1 1
70 10 5176 1 1 1 0 1 0 1 1 1 1
71 10 5176 1 1 1 1 0 1 1 0 1 1
72 10 5176 1 1 1 0 1 1 1 0 1 1
73 10 5176 1 1 0 1 1 1 1 1 1 0
74 10 5176 1 1 1 1 0 1 1 0 1 1
75 10 5176 1 0 1 1 1 1 1 1 1 0
76 10 5176 0 1 1 1 1 1 1 0 1 1
77 10 5176 1 1 0 0 1 1 1 1 1 1
78 10 5176 1 1 1 1 1 1 1 1 0 0
79 10 5176 0 0 1 1 1 1 1 1 1 1
80 10 5176 1 1 1 0 1 0 1 1 1 1
81 10 5176 1 1 1 1 0 0 1 1 1 1
82 10 5176 1 1 1 0 1 1 1 0 1 1
