STEPS	TIME[ms]	ERROR
41028	24442.964	0.0
5512	2346.99	0.0
4030	1497.311	0.0
70226	42554.34	0.0
74724	45107.689	0.0
37804	21615.859	0.0
57980	34431.387	0.0
10556	5065.225	0.0
2600	924.837	0.0
66742	39211.618	0.0
76544	44364.451	0.0
70538	40908.259	0.0
73658	42304.711	0.0
60190	34287.461	0.0
56134	33220.405	0.0
1300	457.291	0.0
19396	10586.583	0.0
33696	18810.236	0.0
41158	22952.93	0.0
45604	25886.883	0.0
14326	7327.141	0.0
28210	15713.527	0.0
15860	8272.556	0.0
43784	24715.546	0.0
61646	35992.319	0.0
9802	4888.062	0.0
26052	14384.297	0.0
4888	1917.834	0.0
5382	2298.431	0.0
37856	21086.713	0.0
54574	31300.867	0.0
37050	22968.112	0.0
37804	22405.117	0.0
33644	18506.877	0.0
51766	29266.393	0.0
4758	1804.895	0.0
66066	39406.322	0.0
14612	7818.99	0.0
28600	15785.127	0.0
53092	31681.736	0.0
9412	4447.122	0.0
54860	31033.281	0.0
85618	49662.624	0.0
43472	24737.246	0.0
234	103.172	0.0
66066	37837.652	0.0
61334	35764.182	0.0
26442	14697.992	0.0
78936	45413.559	0.0
18642	10256.017	0.0
70642	40931.615	0.0
51870	29848.94	0.0
55094	32228.133	0.0
15028	7660.292	0.0
42770	23997.538	0.0
6240	2793.437	0.0
62478	36147.966	0.0
14118	7322.96	0.0
43576	25209.432	0.0
40508	24448.391	0.0
78910	46269.021	0.0
69004	39667.01	0.0
48308	27317.912	0.0
10348	5018.118	0.0
63934	36734.555	0.0
62868	38401.7	0.0
38168	21576.257	0.0
78494	45193.82	0.0
65130	37429.037	0.0
70720	40601.644	0.0
22646	12216.717	0.0
7670	3710.947	0.0
27950	15828.013	0.0
87048	50547.88	0.0
72436	42260.8	0.0
35542	19951.804	0.0
33670	20125.081	0.0
45890	26418.71	0.0
5044	1973.232	0.0
19760	10609.995	0.0
7384	3734.112	0.0
22594	12789.874	0.0
29302	16357.989	0.0
9178	4424.895	0.0
38272	21933.486	0.0
59488	34277.258	0.0
65208	37699.859	0.0
57434	32851.863	0.0
31278	17160.242	0.0
4186	1588.325	0.0
18720	10096.368	0.0
69758	40164.715	0.0
25896	14083.541	0.0
56524	33334.969	0.0
19240	10892.919	0.0
31824	18643.656	0.0
77766	46410.266	0.0
17784	9625.399	0.0
28080	15987.827	0.0
76544	45656.604	0.0
44954	26377.898	0.0
9282	4330.19	0.0
38454	21868.107	0.0
66690	39061.387	0.0
62478	36548.799	0.0
35984	20784.942	0.0
63570	36727.906	0.0
30524	16960.934	0.0
10192	4873.251	0.0
29068	16107.577	0.0
69186	39832.19	0.0
20150	11107.129	0.0
46436	26596.258	0.0
36374	20159.941	0.0
4758	1804.692	0.0
40014	22467.004	0.0
63180	36354.213	0.0
17888	10104.529	0.0
57720	33375.467	0.0
59254	36760.884	0.0
61360	54769.077	0.0
40560	24582.716	0.0
9646	4903.496	0.0
67054	39248.797	0.0
38532	22402.981	0.0
52650	30756.188	0.0
19370	10626.608	0.0
41652	23507.165	0.0
29848	16636.097	0.0
21450	11465.95	0.0
60034	34358.427	0.0
46852	27428.213	0.0
17290	9382.43	0.0
36660	21184.634	0.0
82628	48972.427	0.0
68874	39646.592	0.0
48516	27480.425	0.0
4550	1999.675	0.0
68926	39376.055	0.0
50856	29045.992	0.0
50440	28800.302	0.0
754	249.144	0.0
37154	20750.744	0.0
37856	21211.094	0.0
52104	30032.715	0.0
17602	9733.399	0.0
29692	16836.866	0.0
67860	40005.364	0.0
80080	45983.237	0.0
30160	16828.507	0.0
59150	34108.033	0.0
44902	25497.173	0.0
3328	1170.899	0.0
43368	24914.78	0.0
51454	29096.682	0.0
14820	8049.173	0.0
55042	31173.729	0.0
28652	16177.57	0.0
68328	39270.442	0.0
54054	30533.444	0.0
26624	15005.627	0.0
30004	16524.035	0.0
59436	34418.861	0.0
2730	1243.684	0.0
30628	17599.033	0.0
6292	2794.167	0.0
23608	13165.017	0.0
18928	10389.998	0.0
4966	1995.658	0.0
39390	22361.565	0.0
23738	13149.048	0.0
33800	19006.693	0.0
54756	31292.114	0.0
63440	36403.827	0.0
34346	19480.666	0.0
50908	28910.705	0.0
92170	53227.297	0.0
62764	36063.685	0.0
754	267.582	0.0
62790	36435.611	0.0
650	266.78	0.0
58500	33792.433	0.0
42978	24204.502	0.0
26650	14766.271	0.0
3744	1326.548	0.0
72956	41804.064	0.0
16432	8859.091	0.0
50440	28798.69	0.0
41522	23418.73	0.0
51584	29324.034	0.0
34060	18939.251	0.0
40326	22828.075	0.0
40248	22668.32	0.0
46202	26183.665	0.0
32240	17792.224	0.0
19292	10690.491	0.0
61282	35585.051	0.0
41808	23446.656	0.0
26338	14636.661	0.0
30472	16806.74	0.0
71266	40915.486	0.0
70148	40519.669	0.0
26078	14457.211	0.0
50856	29083.349	0.0
32838	18202.394	0.0
35880	19822.968	0.0
56628	32541.561	0.0
50622	29467.385	0.0
66768	40284.236	0.0
28626	16214.813	0.0
77350	45024.666	0.0
23842	13169.313	0.0
4550	1856.681	0.0
79690	47700.599	0.0
20072	10784.095	0.0
30186	16880.303	0.0
3328	1278.888	0.0
43550	24477.35	0.0
9178	4302.35	0.0
52260	29696.627	0.0
39260	21946.101	0.0
33488	18955.117	0.0
76830	44521.572	0.0
21216	11472.818	0.0
21944	11911.433	0.0
18980	10255.848	0.0
70798	40826.162	0.0
13390	6937.016	0.0
50050	29388.18	0.0
23192	13669.32	0.0
26130	14642.504	0.0
15730	8788.898	0.0
42224	23741.827	0.0
50440	30346.105	0.0
62114	36825.924	0.0
51246	29431.217	0.0
43862	24699.768	0.0
35932	20113.648	0.0
64480	36919.034	0.0
44304	25461.544	0.0
74750	42608.128	0.0
37804	21370.085	0.0
11700	5939.811	0.0
27196	14816.54	0.0
24414	13458.445	0.0
63960	36733.872	0.0
19942	10688.977	0.0
26624	15292.813	0.0
71136	41614.333	0.0
37544	20985.24	0.0
46410	26766.562	0.0
55848	31698.094	0.0
18356	9989.439	0.0
44798	26429.959	0.0
36036	20565.454	0.0
15470	8316.594	0.0
55224	31416.369	0.0
23556	12783.801	0.0
3848	1665.497	0.0
29978	16645.361	0.0
80210	46319.607	0.0
10140	4918.927	0.0
8450	3993.432	0.0
65520	38723.959	0.0
22334	13612.619	0.0
28444	17055.944	0.0
38610	24007.889	0.0
39130	23912.911	0.0
72176	43510.355	0.0
76232	45526.131	0.0
38844	22679.0	0.0
69082	39781.691	0.0
69914	40740.743	0.0
22100	11944.032	0.0
41392	23388.391	0.0
46202	26487.633	0.0
61750	36357.16	0.0
38818	21651.813	0.0
38376	21794.838	0.0
53170	29920.092	0.0
9802	4784.029	0.0
18720	9877.706	0.0
18226	10020.603	0.0
66014	37654.499	0.0
21086	11166.127	0.0
67470	38966.612	0.0
73476	41954.159	0.0
56056	32349.726	0.0
39884	22787.285	0.0
45136	25426.691	0.0
13208	7151.913	0.0
32578	18033.668	0.0
962	357.029	0.0
51896	29420.609	0.0
27872	15882.219	0.0
34216	19021.381	0.0
48282	28082.554	0.0
29198	17339.359	0.0
28470	15849.432	0.0
55276	31758.213	0.0
4992	1828.665	0.0
18122	9738.45	0.0
53898	30887.087	0.0
12220	6129.609	0.0
76466	44204.968	0.0
29172	16259.77	0.0
77610	44676.934	0.0
32110	18175.058	0.0
70408	40632.525	0.0
57018	33708.649	0.0
9438	4544.669	0.0
27248	15219.426	0.0
24336	13517.699	0.0
58682	33355.452	0.0
66300	38072.461	0.0
49946	29065.736	0.0
11856	6062.499	0.0
30082	16757.404	0.0
70486	41380.731	0.0
27248	15922.203	0.0
19214	10570.49	0.0
44538	25717.403	0.0
61438	35411.175	0.0
63986	36920.15	0.0
10322	4825.421	0.0
57720	33449.062	0.0
45942	26957.015	0.0
16328	9756.93	0.0
44772	27559.42	0.0
38116	23812.376	0.0
51844	32438.32	0.0
63076	37088.06	0.0
15392	7980.014	0.0
63778	36999.927	0.0
7722	3979.574	0.0
48100	29544.173	0.0
27508	16279.263	0.0
48542	30636.311	0.0
47398	27938.348	0.0
14898	7830.373	0.0
3250	1324.786	0.0
39988	24122.065	0.0
22776	12792.193	0.0
37700	21731.929	0.0
32994	18562.765	0.0
20592	10996.243	0.0
31668	17892.815	0.0
75088	43196.925	0.0
16068	8338.253	0.0
51818	29521.771	0.0
78234	44863.793	0.0
22932	12454.488	0.0
62218	35834.953	0.0
19422	10773.208	0.0
19110	11294.387	0.0
22698	12453.087	0.0
38558	24761.927	0.0
21502	13201.872	0.0
57252	33959.314	0.0
68016	39175.428	0.0
17706	9351.909	0.0
16536	8806.147	0.0
65130	37370.473	0.0
11648	5929.456	0.0
22620	12410.64	0.0
78026	45382.922	0.0
40482	24700.346	0.0
754	280.788	0.0
67964	39885.877	0.0
36322	21296.847	0.0
47268	26742.726	0.0
73164	41949.396	0.0
82524	47070.539	0.0
20514	10827.01	0.0
41262	23221.907	0.0
25246	13695.588	0.0
15366	8002.277	0.0
24050	13014.472	0.0
21060	11553.475	0.0
63128	38695.402	0.0
2782	1073.683	0.0
63726	37034.027	0.0
1014	369.329	0.0
91364	53049.797	0.0
38506	22142.623	0.0
41262	23679.953	0.0
89310	52958.656	0.0
61854	35738.003	0.0
33150	18861.332	0.0
91130	55366.904	0.0
10686	5597.05	0.0
52884	32424.125	0.0
65754	37757.328	0.0
56966	32619.829	0.0
4446	1992.418	0.0
66118	37980.338	0.0
24284	13698.814	0.0
57564	33519.794	0.0
47840	27300.246	0.0
68016	39550.304	0.0
63622	37763.513	0.0
96720	58337.457	0.0
32396	18380.902	0.0
74828	44359.429	0.0
67002	39509.225	0.0
57226	32426.4	0.0
58500	33073.3	0.0
23062	12625.221	0.0
8242	3692.024	0.0
38662	21818.729	0.0
14716	7551.035	0.0
24232	13434.932	0.0
72800	45338.112	0.0
7384	3868.118	0.0
11960	6203.278	0.0
14300	7795.537	0.0
13702	7659.849	0.0
23140	13772.649	0.0
29666	16923.744	0.0
29328	17497.983	0.0
61386	36655.935	0.0
48646	27533.565	0.0
28652	15878.768	0.0
3354	1531.371	0.0
66430	37940.193	0.0
18590	10329.48	0.0
13208	6945.064	0.0
82550	48724.42	0.0
48698	27894.199	0.0
1066	403.446	0.0
44330	25081.898	0.0
59384	34292.496	0.0
76440	44243.073	0.0
3874	1502.152	0.0
33410	18549.165	0.0
51064	28674.585	0.0
43992	25046.34	0.0
27742	15296.716	0.0
69394	39839.26	0.0
2938	1177.285	0.0
53430	31123.165	0.0
47658	28108.236	0.0
41522	23847.682	0.0
29874	16435.63	0.0
32110	17757.772	0.0
46280	26348.615	0.0
17836	9396.268	0.0
8268	3834.338	0.0
57408	32986.487	0.0
63804	37761.454	0.0
11596	6091.739	0.0
68666	40159.461	0.0
79794	45875.419	0.0
79950	45928.683	0.0
12610	6612.407	0.0
39936	24978.03	0.0
30680	18501.923	0.0
29848	18492.422	0.0
46696	29267.294	0.0
38558	24250.434	0.0
47684	30197.777	0.0
79404	49982.393	0.0
33488	19260.664	0.0
23166	12485.758	0.0
9698	4588.313	0.0
18408	10002.973	0.0
338	122.16	0.0
42588	24131.923	0.0
676	236.637	0.0
73372	42114.18	0.0
57694	33668.434	0.0
49192	30813.601	0.0
45656	27008.78	0.0
18772	9874.016	0.0
390	139.708	0.0
2990	1204.544	0.0
71838	41394.664	0.0
5278	2456.319	0.0
49478	28153.133	0.0
57200	32459.314	0.0
